OriginSite,OriginBlock,Start Block korrigert,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,RT treat,Old treat (label),subPlot,year,date,Measure,recorder,Ach mil,Aco sep,Agr cap,Agr mer,Alc alp,Alc sp,Ant alp,Ant dio,Ant odo,Ast alp,Ave fle,Bet nan,Bet pub,Bis viv,Cal vul,Cam rot,Car big,Car cap,Car nor,Car pal,Car pau,Car pil,Car sp,Car vag,Cer alp,Cer fon,Des ces,Emp,Emp her,Epi ana,Euph fri,Fes ovi,Fes rub,Fes viv,Gen ama,Gen niv,Gen ten,Ger syl,Geu riv,Hie alp,Hie pil,Hir vul,Jun com,Kob sim,Luz sp,Luz spi,Leo aut,Lot cor,Luz mul,Myos,Nar stri,Oma sup,Par pal,Phl alp,Phle alp,Pin vul,Poa alp,Poa pra,Poa sp,Pot cra,Pot ere,Pru vul,Pyr min,Rum ac-la,Ran acr,Rhi min,Rum ace,Sag sp,Sal her,Salix sp,Saus alp,Sax aiz,Sel sel,Sib pro,Sil aca,Sol vir,Tarax,Tha alp,Tof pus,Tri ces,Tri rep,Vac myr,Vac uli,Vac vit,Ver alp,Ver fru,Ver ser,Vio bif,Vio pal,Vio riv,Nid seedling,Nid gram,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,14,2009,13-Aug,Presence,KK,1,,1,,,,,1,,1,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,15,2009,13-Aug,Presence,KK,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,16,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,17,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,18,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,F,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,19,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,50,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,20,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,21,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,22,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,9,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,23,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,9,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,24,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,10,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,25,2009,13-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,7,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,%,2009,13-Aug,Cover,KK,10,,2,,,,,4,2,8,,,,8,3,4,,5,,,,,,8,,,8,,,,1,2,3,,,,,,,,,,,,,,4,,,,10,,5,,,,1,,,,,,4,,2,,,,,,,,,,,3,5,6,,,,,,,2,,,,,,,,0,0,0,0,20.4,0,0,90,0,0,8.75,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,1,2009,18-Aug,Presence,KK,1,,,,,,,,,1,,,,,,Sx2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,,1,1,,,,,,,1,,,1,,,,,2,0,0,0,25,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,2,2009,18-Aug,Presence,KK,1,,1,,,,,,1,1,,,,1,,"Sx10,1",,,,,,,,,,,,,,,Sx2,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,2,0,0,0,45,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,3,2009,18-Aug,Presence,KK,1,,1,,,,,,1,1,,,,J,,"Sx5,1",,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,2,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,4,2009,18-Aug,Presence,KK,1,,,,,,,,1,1,,,,"J,1",,,,1,,,,,,1,,,,,,,S,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,80,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,5,2009,18-Aug,Presence,KK,1,,,,,,,,,1,,,,"J,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,0,0,0,85,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,6,2009,18-Aug,Presence,KK,,,,,,,,,1,1,,,,J,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,"S,1",,,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,0,0,5,0,60,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,7,2009,18-Aug,Presence,KK,1,,,,,,,,,,,,,"Jx2,1",,Sx12,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,0,2,0,20,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,8,2009,18-Aug,Presence,KK,1,,,,,,,,1,1,,,,Jx7,,Sx10,,1,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,0,25,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,9,2009,18-Aug,Presence,KK,1,,1,,,,,,,1,,,,"Jx2,1",,,,1,,,,,,,,,,,,,Sx2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,"S,1",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,0,0,2,0,75,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,10,2009,18-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0,2,0,20,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,11,2009,18-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,"S,1",,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,65,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,12,2009,18-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,J,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,1,,,,,,,,2,0,0,0,55,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,13,2009,18-Aug,Presence,KK,1,,1,,,,,,1,1,,,,J,,"S,1",,,,,,,,1,,,1,,,,S,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,"Sx2,1",,1,,,1,,,,,,,1,,,,,,,,2,0,0,0,80,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,14,2009,18-Aug,Presence,KK,1,,,,,,,,,,,,,"S,J,1",,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,"S,1",,,,,,,,0,0,0,0,70,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,15,2009,18-Aug,Presence,KK,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,80,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,16,2009,18-Aug,Presence,KK,1,,,,,,,,,1,,,,"Jx4,1",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,"S,F",,,,,,,,,,,,,1,,,,,,,1,,,,,,,,0,0,0,0,85,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,17,2009,18-Aug,Presence,KK,1,,1,,,,,,,,,,,"Jx3,1",,1,,1,,,,,,1,,,,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,45,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,18,2009,18-Aug,Presence,KK,1,,,,,,,,,1,,,,Jx2 ,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,2,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,19,2009,18-Aug,Presence,KK,1,,1,,,,,,,,,,,"Jx2,1",,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,0,0,0,0,70,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,20,2009,18-Aug,Presence,KK,1,,,,,,,,,,,,,"Jx3,1",,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,0,90,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,21,2009,18-Aug,Presence,KK,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,22,2009,18-Aug,Presence,KK,,,,,,,,,,1,,,,"Jx2,1",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,2,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,23,2009,18-Aug,Presence,KK,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,0,0,0,25,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,24,2009,18-Aug,Presence,KK,1,,,,,,,,1,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,25,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,25,2009,18-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,90,0,0,,,,,,
Gudmedalen,4,,169,TT1,170,169 TT1 170,,,,,%,2009,18-Aug,Cover,KK,15,,3,,,,,,3,6,,,,7,,3,,3,,,,,,12,,,12,1,,,3,,1,,,,,,8,2,,,,,,,,,,,22,,,2,,,,,,,,,2,,6,,,,3,,4,,4,,2,4,4,5,,,,,,,3,,,2,,,,,0.68,0,0.44,0,52.6,0,0,85,2,0,3,0.5,Datasheet lacking. Data copied from 2011.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,1,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,15,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,2,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,F,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,0,0,0,10,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,3,2009,13-Aug,Presence,W,,,,,,,,,F,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,4,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,60,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,5,2009,13-Aug,Presence,W,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,10,0,0,0,70,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,6,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,7,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,10,0,0,0,20,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,8,2009,13-Aug,Presence,W,1,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,5,0,0,0,20,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,9,2009,13-Aug,Presence,W,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,0,0,0,60,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,10,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,1,,,,,,,,,,,3,0,0,0,40,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,11,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,1,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,12,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,5,0,0,0,30,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,13,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,0,0,0,10,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,14,2009,13-Aug,Presence,W,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,10,0,0,0,20,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,15,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,,,,,F,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,0,0,0,0,40,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,16,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,F,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,0,0,0,20,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,17,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,F,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,0,0,0,15,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,18,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,F,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,0,0,0,10,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,19,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,15,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,20,2009,13-Aug,Presence,W,1,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,5,0,0,0,10,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,21,2009,13-Aug,Presence,W,,,,,,,,,,,,,,,,F,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,0,0,0,30,0,0,,,,,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,22,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,0,0,0,15,0,0,,,,6,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,23,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,15,0,0,0,10,0,0,,,,6,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,24,2009,13-Aug,Presence,W,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,20,0,0,0,10,0,0,,,,6,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,25,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,3,0,0,0,15,0,0,,,,6,,
Gudmedalen,5,,506,TTC,506,506 TTC,,,RTC,RTC,%,2009,13-Aug,Cover,W,6,,2,,,,,,4,,1,,,8,,2,,2,,,,,,6,,,2,,1,,,1,,,,,,1,,,,,,,,,,,,,20,,,,,1,1,1,,,,,1,,1,,,,,,,,1,,,,,5,,,,1,,,1,,,,,,1,,8.92,0,0,0,24.6,0,0,85,20,1,6,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,1,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,,1,,,,4,0,4,0,10,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,2,2009,13-Aug,Presence,W,1,,1,,,,,,F,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,1,,1,,0,0,0,0,40,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,3,2009,13-Aug,Presence,W,1,,,,,,,,F,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,0,0,0,0,15,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,4,2009,13-Aug,Presence,W,1,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,5,2009,13-Aug,Presence,W,1,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,6,0,0,0,2,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,6,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,7,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,0,0,0,15,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,8,2009,13-Aug,Presence,W,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,35,0,0,,,,,,
Gudmedalen,5,V/X,508,TT1,174,508 TT1 174,,,,1,9,2009,13-Aug,Presence,W,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,0,0,0,0,5,5,0,,,,,,
