OriginSite,OriginBlock,Start Block (KORRIGERT),originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old treat (label),subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc alp,Alc sp,Ant dio,Ant odo,Ave fle,Bet nan,Bet pub,Bis viv,Cal vul,Cam rot,Car  nor,Car big,Car cap,Car fla,Car nigra,Car pal,Car pil,Carex sp,Cer alp,Cer cer,Cer fon,Cirs pal ,Des ces,Emp her,Epi ana,Euph sp,Fes ovi,Fes rub,Fes viv,Gal uli ,Gym dry,Hie pil,Leo aut,Luz mul,Luz spi,"Mots II (Epi, Ste med, Ver alp)",Nar stri,Oma sup,Oxa ace,Par pal,Phle alp,Pin vul,Poa alp,Poa pra,Pot cra,Pot ere,Pru vul ,Ran acr,Ran rep,Rum ace,Rum ac-la,Sag pro,Sag sag,Sag sp,Sal her,Sel sel,Sib,Sil aca,Sol vir,Tarax,Tha alp,Tof pus,Tri rep,Vac myr,Vac vit,Ver alp,Ver fru,Ver off,Ver serp,Vio bif,Vio pal,Vio riv,Vio sp,Nid gram,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Rambera,5,,197,TT2,215,197 TT2 215,,,1,14,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,25,5,20,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,15,2009,17-Aug,Presence,W,,,,,,,,,,,,F,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,5,10,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,16,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,60,0,20,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,17,2009,17-Aug,Presence,W,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,50,0,30,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,18,2009,17-Aug,Presence,W,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,S,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,10,40,30,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,19,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,20,0,0,25,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,20,2009,17-Aug,Presence,W,,1,,,,,1,,,,,,,,,,,,,,,1,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,60,0,0,0,20,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,21,2009,17-Aug,Presence,W,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,, ,80,2,5,1,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,22,2009,17-Aug,Presence,W,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,, ,70,5,20,1,5,0,0,,,,4,3,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,23,2009,17-Aug,Presence,W,,1,1,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,25,0,0,5,0,0,,,,2,3,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,24,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,20,0,0,5,0,0,,,,7,4,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,25,2009,17-Aug,Presence,W,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,10,0,0,0,20,0,0,,,,3,3,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,%,2009,17-Aug,Cover,W,,6,8,,,8,3,,,5,,2,,,,,,,,1,,6,,,4,,,,,,,,,,,2,,1,,,2,,,,,,,1,,,,2,,1,,,,,,,,,,,,,,,,,,,35,,,,1,31.8,5.48,10,0.16,10,0,0,35,80,1,4,3.25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,1,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,1,10,0,0,0,30,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,2,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,50,5,0,0,5,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,3,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,50,15,5,0,5,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,4,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,60,15,0,0,5,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,5,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,10,5,0,10,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,6,2009,17-Aug,Presence,W,,1,,S,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,50,20,0,0,20,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,7,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,60,0,0,0,20,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,8,2009,17-Aug,Presence,W,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,F,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,50,5,0,0,0,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,9,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,80,5,0,0,0,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,10,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,80,5,0,0,5,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,11,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,0,0,30,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,12,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,10,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,13,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,20,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,14,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,5,0,0,20,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,15,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,F,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,30,20,0,0,5,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,16,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,20,0,0,10,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,17,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,D,,,,,,1,,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,10,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,18,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,D,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,15,20,0,0,20,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,19,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,40,10,0,0,5,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,20,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,50,15,0,0,10,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,21,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,5,0,0,15,0,0,,,,,,
Rambera,5,,198,TTC,198,198 TTC,,,2,22,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,0,0,0,20,0,0,,,,8,4.5,
Rambera,5,,198,TTC,198,198 TTC,,,2,23,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,8,2,
Rambera,5,,198,TTC,198,198 TTC,,,2,24,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,20,0,0,10,0,0,,,,2,5,
Rambera,5,,198,TTC,198,198 TTC,,,2,25,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,70,0,0,0,10,0,0,,,,6,4,
Rambera,5,,198,TTC,198,198 TTC,,,2,%,2009,17-Aug,Cover,W,,15,,1,,10,,,,,,,,,,,,,,,,1,,,25,,,,,,1,,,,1,3,,,8,,,,,,,,,30,,,,2,,,,,,,1,,,,,,1,1,,,,,,,40,,,,1,38.4,8,0.4,0,13,0,0,65,50,0,6,3.875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,1,2009,17-Aug,Presence,W,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,S,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,5,0,10,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,2,2009,17-Aug,Presence,W,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,5,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,3,2009,17-Aug,Presence,W,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,30,10,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,4,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,10,5,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,5,2009,17-Aug,Presence,W,,1,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,70,15,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,6,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,60,15,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,7,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,70,15,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,8,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,65,0,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,9,2009,17-Aug,Presence,W,,,1,,,F,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,30,0,15,0,3,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,10,2009,17-Aug,Presence,W,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,11,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,50,0,0,0,5,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,12,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,30,5,0,0,20,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,13,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,40,0,0,0,10,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,14,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,0,0,0,30,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,15,2009,17-Aug,Presence,W,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,20,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,16,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,,,50,0,0,0,10,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,17,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,1,,,F,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,40,0,0,0,15,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,18,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,20,0,0,0,20,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,19,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,10,0,0,0,30,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,20,2009,17-Aug,Presence,W,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,,15,0,0,0,30,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,21,2009,17-Aug,Presence,W,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,10,0,0,0,35,0,0,,,,,,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,22,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,10,0,0,0,20,0,0,,,,6,2,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,23,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,0,0,0,15,0,0,,,,5,4,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,24,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,20,0,0,0,10,0,0,,,,6,4,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,25,2009,17-Aug,Presence,W,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,,,,9,3,
Rambera,5,,199,TT4,308,199 TT4 308,,,3,%,2009,17-Aug,Cover,W,,10,3,,,5,1,,,1,,2,,,,,,,,,,3,,,20,,,1,,,,,,,2,,,,1,,5,,,,,1,,4,,2,1,2,,,,,,,,,,,,,3,,,,,3,,,35,,,,,34.8,3.2,1.2,0,12.92,0,0,70,60,0,6.5,3.25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,1,2009,17-Aug,Presence,W,,1,,S,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,5,0,5,0,10,30,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,2,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,20,10,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,3,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,8,2,0,0,10,20,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,4,2009,17-Aug,Presence,W,,1,,S,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,2,0,0,20,10,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,5,2009,17-Aug,Presence,W,,,F,S,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,30,20,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,6,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,15,2,5,0,20,10,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,7,2009,17-Aug,Presence,W,,S,,S,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,0,0,15,60,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,8,2009,17-Aug,Presence,W,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,0,10,60,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,9,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,5,0,10,10,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,10,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,5,0,20,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,11,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,80,2,10,0,20,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,12,2009,17-Aug,Presence,W,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,40,0,0,0,20,2,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,13,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,20,0,2,0,60,5,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,14,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,10,0,2,0,30,5,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,15,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,F,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,30,0,0,0,20,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,16,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,20,0,0,0,15,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,17,2009,17-Aug,Presence,W,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5,0,0,2,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,18,2009,17-Aug,Presence,W,,F,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,19,2009,17-Aug,Presence,W,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,10,0,0,0,10,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,20,2009,17-Aug,Presence,W,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,0,0,0,30,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,21,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,40,0,0,0,10,0,0,,,,,,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,22,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,90,0,0,0,5,0,0,,,,4,4,
Rambera,5,,200,TT1,196,200 TT1 196,,,4,23,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,70,0,0,0,5,0,0,,,,4,4,
