DestinationSite,DestinationBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,subPlot,year,date,Measure,recorder,Ach mil,Aco sep,Agr cap,Agr mer,Aju pyr,Alc alp,Alc sp,Ane nem,Ant alp ,Ant dio,Ant odo,Arc alp,Ast alp,Ato rup,Ave fle,Ave pra,Ave pub,Bar alp,Bet nan,Bet pub,Bis viv,Bot lun ,Cal vul,Cam rot,Caps b-p,Car atr,Car big,Car cap,Car ech,Car fla,Car lep,Car nig,Car nor,Car pal,Car pan,Car pau,Car pil,Car pul,Car sax,Car vag,Car sp,Ca car,Cer alp,Cer cer,Cer fon,Cer gla,Cha alp,Cir pal,Dac glo,Dan dec,Des ces,Dia del,Dia glo,Emp her,Emp nig,Epi ana,Epilob sp ,Equ arv,Erigeron,Eri uni,Eup str,Eup sp,Fes ovi,Fes rub,Fes viv,Fil ulm,Fra ves,Gal bor,Gal sax,Gal uli ,Gal sp,Gal ver,Gen ama,Gen niv,Gen ten,Ger syl,Geu riv,Gym dry,Hie pil,Hie vul,Hie sp,Hie umb,Hyp mac,Hypo mac,Hypo rad,Jun alp,Jun fil,Jun com,Jun tri,Kna arv,Kob sim,Leo aut,Leu vul,Lin vul,Lot cor,Luz mul,Luz pil,Luz sp,Luz spi,Lyc vis,Mel pra,Mel syl,Mel sp,Mots blad,Nar stri,Noc cae,Oma nor,Oma sup,Oma syl,Oxa ace,Oxy dig,Par pal,Phl alp,Phl prat,Phy cae,Pic abi,Pim sax,Pin vul,Pin alp,Pla lan,Pla maj,Pla med,Poa alp,Poa ann,Poa pra,Poa sp,Pot arg ,Pot cra,Pot ere,Pru vul,Pyr min,Pyr nor,Pyr rot,Pyr sp,Ran acr,Ran aur,Ran rep,Rhi min,Rho ros,Rub idae,Rum ace,Rum ac-la,Sag pro,Sag sag,Sag sp,Sal her,Sal lan,Sal phy,Sal ret,Sal sp,Sau alp,Sax aiz ,Sax opp,Sax pim,Sed acr,Sel sel,Sib pro,Sil aca,Sil prat,Sil vul,Sol vir,Sorbus,Ste gra,Ste med,Suc pra,Tar sp,Tha alp,Thlaspi  arv,Tof pus,Tri eur,Tri ces,Tri med,Tri mon,Tri pra,Tri rep,Vac myr,Vac uli,Vac vit,Valeriana,Ver alp,Ver cha,Ver fru,Ver off,Ver ser,Ver sp,Vic cra,Vic sep,Vio bif,Vio pal,Vio riv,Vio tri,Vio sp,Vis vul,NID herb,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,missing,comment,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,3,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,F,,,,,,,,,,,,,,30,0,0,0,20,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,4,2012,31-Jul,Presence,W,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,F,,,,,,,,,,,,60,0,0,0,20,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,5,2012,31-Jul,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,50,0,0,0,30,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,6,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,5,0,0,0,70,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,7,2012,31-Jul,Presence,W,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,20,0,0,0,40,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,8,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,F,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,50,0,0,0,30,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,9,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,,,,,,,,,30,2,0,0,10,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,10,2012,31-Jul,Presence,W,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,,,,,,,,,40,0,0,0,20,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,11,2012,31-Jul,Presence,W,,,DF,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,5,0,0,0,40,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,12,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,,,,,,,,F,,,,,,,1,,,,,5,0,0,0,40,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,13,2012,31-Jul,Presence,W,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,D,,,,,,,,,,,,30,5,0,0,20,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,14,2012,31-Jul,Presence,W,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,25,15,0,0,20,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,15,2012,31-Jul,Presence,W,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,0,0,0,0,40,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,16,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,F,,,,,1,,,,,,30,10,0,0,2,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,17,2012,31-Jul,Presence,W,,,1,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,,,,,,,,,20,10,0,0,5,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,18,2012,31-Jul,Presence,W,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,30,5,0,0,10,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,19,2012,31-Jul,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,1,,F,,,,,,,,,,,,30,10,0,0,30,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,20,2012,31-Jul,Presence,W,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,40,5,0,0,20,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,21,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,30,10,0,0,10,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,22,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,20,10,0,0,30,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,23,2012,31-Jul,Presence,W,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,40,5,0,0,10,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,24,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,1,,,,,,1,,,,,,,,,,,,,,30,20,0,0,5,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,25,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,D,,,,,,30,20,0,0,10,0,0,,,,,,,,,,
Hogsete,3,39,TT3,113,39 TT3 113,,,%,2012,31-Jul,Cover,W,4,,18,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,3,,,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,16,,,,,,4,,24,1,,,,,3,1,,,,,26.48,5.08,0,0,26.08,0,0,100,45,0,8,1.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,1,2012,31-Jul,Presence,W,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,1,,,,,,,0,0,0,0,80,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,2,2012,31-Jul,Presence,W,1,,F,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,3,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,1,,,,,,,0,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,4,2012,31-Jul,Presence,W,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,0,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,5,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,2,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,6,2012,31-Jul,Presence,W,1,,F,,,,J,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,1,,,,,,0,0,0,0,80,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,7,2012,31-Jul,Presence,W,,,F,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,8,2012,31-Jul,Presence,W,,,F,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,0,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,9,2012,31-Jul,Presence,W,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,0,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,10,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,F,,,,,,3,0,0,0,90,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,11,2012,31-Jul,Presence,W,,,F,,,F,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,20,0,0,0,70,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,12,2012,31-Jul,Presence,W,,,1,,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,0,70,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,13,2012,31-Jul,Presence,W,,,F,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,5,0,0,0,80,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,14,2012,31-Jul,Presence,W,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,70,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,15,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,30,0,0,0,60,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,16,2012,31-Jul,Presence,W,,,F,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,40,0,0,0,40,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,17,2012,31-Jul,Presence,W,,,1,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,0,0,0,80,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,18,2012,31-Jul,Presence,W,,,F,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,J,,,,,,10,0,0,0,80,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,19,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,0,0,0,70,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,20,2012,31-Jul,Presence,W,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,DF,,,,,,,,,,,,10,0,0,0,80,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,21,2012,31-Jul,Presence,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,1,,,,,,60,0,0,0,30,0,0,,,,,,,,,,
Hogsete,3,15,TT4,112,15 TT4 112,,,22,2012,31-Jul,Presence,W,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,1,,,,,,50,0,0,0,40,0,0,,,,,,,,,,
